target_symbol	disease_group	disease_term	connection_evidence
GOSR2	muscle	myoclonic epilepsies, progressive	marker/mechanism
CLN6	muscle	myoclonic epilepsies, progressive	marker/mechanism
ATN1	muscle	myoclonic epilepsies, progressive	marker/mechanism
CHD2	muscle	myoclonic epilepsies, progressive	marker/mechanism
SERPINI1	muscle	myoclonic epilepsies, progressive	marker/mechanism
CERS1	muscle	myoclonic epilepsies, progressive	marker/mechanism
TSC1	muscle	myoclonic epilepsies, progressive	marker/mechanism
NEU1	muscle	myoclonic epilepsies, progressive	marker/mechanism
LMNB2	muscle	myoclonic epilepsies, progressive	marker/mechanism
PRNP	muscle	myoclonic epilepsies, progressive	marker/mechanism
TBC1D24	muscle	myoclonic epilepsy, familial infantile	marker/mechanism
EFHC1	muscle	myoclonic epilepsy, juvenile	marker/mechanism
