uniprot_id	entrez_id	class	subclass
Q9Y2D2	23443	Transporter	Transporter
Q9Y2E8	23315	Transporter	Transporter
Q9Y2G3	23200	Transporter	Transporter
Q9Y2P4	28965	Transporter	Transporter
Q9Y2P5	10998	Transporter	Transporter
Q9Y2Q0	10396	Transporter	Transporter
Q9Y2W3	50651	Transporter	Transporter
Q9Y345	9152	Transporter	Transporter
Q9Y487	23545	Transporter	Transporter
Q9Y5K8	51382	Transporter	Transporter
Q9Y5U8	51660	Transporter	Transporter
Q9Y5Y0	28982	Transporter	Transporter
Q9Y619	10166	Transporter	Transporter
Q9Y666	10723	Transporter	Transporter
Q9Y694	10864	Transporter	Transporter
Q9Y6C9	23788	Transporter	Transporter
Q9Y6L6	10599	Transporter	Transporter
Q9Y6M5	7779	Transporter	Transporter
Q9Y6M7	9497	Transporter	Transporter
Q9Y6R1	8671	Transporter	Transporter
